qid,sid,stitle,,,,,,,,
NC_004567.2:970871-972781,NZ_CP017787.1,"NZ_CP017787.1 Enterococcus faecium strain E232 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021849.1,"NZ_CP021849.1 Enterococcus faecium strain 16-346 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017797.1,"NZ_CP017797.1 Enterococcus faecium strain E243 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017792.1,"NZ_CP017792.1 Enterococcus faecium strain E240 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018128.1,"NZ_CP018128.1 Enterococcus faecium strain A_020709_82, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP023423.1,"NZ_CP023423.1 Enterococcus faecium strain K60-39 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019992.1,"NZ_CP019992.1 Enterococcus faecium isolate 2014-VREF-268 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019970.1,"NZ_CP019970.1 Enterococcus faecium isolate 2014-VREF-114 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018830.1,"NZ_CP018830.1 Enterococcus faecium strain ISMMS_VRE_9 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018828.1,"NZ_CP018828.1 Enterococcus faecium strain ISMMS_VRE_12 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018071.1,"NZ_CP018071.1 Enterococcus faecium strain VRE001, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018065.1,"NZ_CP018065.1 Enterococcus faecium strain E1 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014529.1,"NZ_CP014529.1 Enterococcus faecium strain E745, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP016163.1,"NZ_CP016163.1 Enterococcus faecium strain ISMMS_VRE_11 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012460.1,"NZ_CP012460.1 Enterococcus faecium strain ISMMS_VRE_7, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012430.1,"NZ_CP012430.1 Enterococcus faecium strain ISMMS_VRE_1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011281.1,"NZ_CP011281.1 Enterococcus faecium strain E39, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011828.1,"NZ_CP011828.1 Enterococcus faecium strain UW8175, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013994.1,"NZ_CP013994.1 Enterococcus faecium strain 6E6, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013009.1,"NZ_CP013009.1 Enterococcus faecium strain UW7606x64/3 TC1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012522.1,"NZ_CP012522.1 Enterococcus faecium strain 64/3, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP006030.1,"NZ_CP006030.1 Enterococcus faecium T110, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_021994.1,"NC_021994.1 Enterococcus faecium Aus0085, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_020207.1,"NC_020207.1 Enterococcus faecium NRRL B-2354, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017022.1,"NC_017022.1 Enterococcus faecium Aus0004, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017960.1,"NC_017960.1 Enterococcus faecium DO chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP032308.1,"NZ_CP032308.1 Enterococcus faecium strain HY07 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018061.1,"NZ_CP018061.1 Enterococcus mundtii strain DSM 4838, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP030110.1,"NZ_CP030110.1 Enterococcus faecium strain BM4105-RF chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022340.1,"NZ_CP022340.1 Enterococcus mundtii strain EMB156 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_022878.1,"NC_022878.1 Enterococcus mundtii QU 25 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022930.1,"NZ_CP022930.1 Enterococcus durans strain BDGP3 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018888.1,"NZ_CP018888.1 Lactobacillus amylophilus DSM 20533 = JCM 1125, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019609.1,"NZ_CP019609.1 Vagococcus penaei strain CD276, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019728.1,"NZ_CP019728.1 Jeotgalibaca dankookensis strain EX-07 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP019433.1,"NZ_CP019433.1 Jeotgalibaca sp. PTS2502, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012047.1,"NZ_CP012047.1 Tetragenococcus halophilus strain MJ4, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017761.1,"NZ_CP017761.1 Marinilactibacillus sp. 15R chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022601.1,"NZ_CP022601.1 Streptococcus pluranimalium strain 14A0014 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025536.1,"NZ_CP025536.1 Streptococcus pluranimalium strain TH11417 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017621.1,"NC_017621.1 Streptococcus suis D12, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LT906454.1,"NZ_LT906454.1 Streptococcus acidominimus strain NCTC11291 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NZ_AP018400.1,"NZ_AP018400.1 Streptococcus ruminantium GUT187T DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015557.1,"NZ_CP015557.1 Streptococcus suis strain DN13, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017142.1,"NZ_CP017142.1 Streptococcus suis strain GZ0565 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012911.1,"NZ_CP012911.1 Streptococcus suis strain NSUI060, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011419.1,"NZ_CP011419.1 Streptococcus suis strain NSUI002, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP024126.1,"NZ_CP024126.1 Streptococcus suis strain HA0609 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025419.1,"NZ_CP025419.1 Streptococcus suis strain SH0104 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP030124.1,"NZ_CP030124.1 Streptococcus suis strain SH1510 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017620.1,"NC_017620.1 Streptococcus suis D9, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP002007.2,"NZ_CP002007.2 Streptococcus suis 05HAS68, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012731.1,"NZ_CP012731.1 Streptococcus suis strain 90-1330, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_022516.1,"NC_022516.1 Streptococcus suis YB51, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_015433.1,"NC_015433.1 Streptococcus suis ST3, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025095.1,"NZ_CP025095.1 Streptococcus suis strain HN136 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP030125.1,"NZ_CP030125.1 Streptococcus suis strain JSHA1003 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017667.1,"NZ_CP017667.1 Streptococcus suis strain 1081 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP029398.1,"NZ_CP029398.1 Streptococcus suis strain HN105 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017666.1,"NZ_CP017666.1 Streptococcus suis strain 0061 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP008921.1,"NZ_CP008921.1 Streptococcus suis 6407, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017950.1,"NC_017950.1 Streptococcus suis ST1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP009224.1,"NZ_CP009224.1 Weissella ceti strain WS105, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP009223.1,"NZ_CP009223.1 Weissella ceti strain WS74, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007588.1,"NZ_CP007588.1 Weissella ceti strain WS08, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483318.1,"NZ_LS483318.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC5370 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025043.1,"NZ_CP025043.1 Streptococcus suis strain AH681 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP024974.1,"NZ_CP024974.1 Streptococcus suis strain CZ130302 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_021213.1,"NC_021213.1 Streptococcus suis TL13, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483413.1,"NZ_LS483413.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC7136 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NC_017567.1,"NC_017567.1 Streptococcus dysgalactiae subsp. equisimilis ATCC 12394, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483361.1,"NZ_LS483361.1 Streptococcus dysgalactiae subsp. equisimilis strain NCTC6179 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NC_018712.1,"NC_018712.1 Streptococcus dysgalactiae subsp. equisimilis RE378 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_022665.1,"NC_022665.1 Streptococcus suis T15, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_020526.1,"NC_020526.1 Streptococcus suis SC070731, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP024050.1,"NZ_CP024050.1 Streptococcus suis strain CS100322 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017618.1,"NC_017618.1 Streptococcus suis JS14, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_012926.1,"NC_012926.1 Streptococcus suis BM407 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017619.1,"NC_017619.1 Streptococcus suis SS12, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020863.1,"NZ_CP020863.1 Streptococcus suis strain SC19 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_012924.1,"NC_012924.1 Streptococcus suis SC84 complete genome, strain SC84",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007497.1,"NZ_CP007497.1 Streptococcus suis strain ZY05719, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP018908.1,"NZ_CP018908.1 Streptococcus suis strain SS2-1 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017622.1,"NC_017622.1 Streptococcus suis A7, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017617.1,"NC_017617.1 Streptococcus suis GZ1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_012925.1,NC_012925.1 Streptococcus suis P1/7 complete genome,,,,,,,,
NC_004567.2:970871-972781,NZ_LS483418.1,"NZ_LS483418.1 Streptococcus suis strain NCTC10234 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NC_018526.1,"NC_018526.1 Streptococcus suis S735, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP016175.1,"NZ_CP016175.1 Streptococcus suis strain LSM102, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP029544.1,"NZ_CP029544.1 Lactobacillus helsingborgensis strain ESL0183 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP009531.1,"NZ_CP009531.1 Lactobacillus sp. wkB8, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015196.1,"NZ_CP015196.1 Streptococcus marmotae strain HTS5 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014835.1,"NZ_CP014835.1 Streptococcus halotolerans strain HTS9 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP016329.1,"NZ_CP016329.1 Leuconostoc garlicum strain KFRI01, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP016598.1,"NZ_CP016598.1 Leuconostoc lactis strain WiKim40 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022680.1,"NZ_CP022680.1 Streptococcus respiraculi strain HTS25 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015900.1,"NZ_CP015900.1 Lactococcus lactis subsp. cremoris strain JM2 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP031538.1,"NZ_CP031538.1 Lactococcus lactis subsp. cremoris strain 3107 chromosome L3107, complete sequence",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015909.1,"NZ_CP015909.1 Lactococcus lactis subsp. cremoris strain JM4 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015907.1,"NZ_CP015907.1 Lactococcus lactis subsp. cremoris strain UC109 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015899.1,"NZ_CP015899.1 Lactococcus lactis subsp. cremoris strain JM1 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_019435.1,"NC_019435.1 Lactococcus lactis subsp. cremoris UC509.9, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015894.1,"NZ_CP015894.1 Lactococcus lactis subsp. cremoris strain 158 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_008527.1,"NC_008527.1 Lactococcus lactis subsp. cremoris SK11, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017492.1,"NC_017492.1 Lactococcus lactis subsp. cremoris A76, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015901.1,"NZ_CP015901.1 Lactococcus lactis subsp. cremoris strain JM3 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_022369.1,"NC_022369.1 Lactococcus lactis subsp. cremoris KW2, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_014136.1,"NC_014136.1 Leuconostoc kimchii IMSNU 11154, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_015734.1,"NC_015734.1 Leuconostoc sp. C2, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LT599049.1,"NZ_LT599049.1 Lactococcus lactis subsp. lactis strain A12 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NC_013656.1,"NC_013656.1 Lactococcus lactis subsp. lactis KF147, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP009054.1,"NZ_CP009054.1 Lactococcus lactis subsp. lactis NCDO 2118, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025500.1,"NZ_CP025500.1 Lactococcus lactis subsp. lactis strain G50 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_002662.1,"NC_002662.1 Lactococcus lactis subsp. lactis Il1403 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015903.1,"NZ_CP015903.1 Lactococcus lactis subsp. lactis strain UC08 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015904.1,"NZ_CP015904.1 Lactococcus lactis subsp. lactis strain UC11 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015905.1,"NZ_CP015905.1 Lactococcus lactis subsp. lactis strain UC063 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017486.1,"NC_017486.1 Lactococcus lactis subsp. lactis CV56, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP024958.1,"NZ_CP024958.1 Lactococcus lactis subsp. lactis strain G423 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_020450.1,"NC_020450.1 Lactococcus lactis subsp. lactis IO-1 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015908.1,"NZ_CP015908.1 Lactococcus lactis subsp. lactis strain UL8 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP024954.1,"NZ_CP024954.1 Lactococcus lactis subsp. lactis strain F44 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015896.1,"NZ_CP015896.1 Lactococcus lactis subsp. lactis strain 229 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015897.1,"NZ_CP015897.1 Lactococcus lactis subsp. lactis strain 275 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_009004.1,"NC_009004.1 Lactococcus lactis subsp. cremoris MG1363, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017949.1,"NC_017949.1 Lactococcus lactis subsp. cremoris NZ9000, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015906.1,"NZ_CP015906.1 Lactococcus lactis subsp. lactis strain UC77 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP028160.1,"NZ_CP028160.1 Lactococcus lactis subsp. lactis strain 14B4 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP009472.1,"NZ_CP009472.1 Lactococcus lactis strain AI06, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015902.1,"NZ_CP015902.1 Lactococcus lactis subsp. lactis strain UC06 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_022593.1,"NC_022593.1 Lactococcus lactis subsp. lactis KLDS 4.0325, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP032627.1,"NZ_CP032627.1 Lactococcus sp. 1JSPR-7 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_018673.1,"NC_018673.1 Leuconostoc carnosum JB16, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_010471.1,"NC_010471.1 Leuconostoc citreum KM20, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_017490.1,"NC_017490.1 Lactococcus garvieae Lg2 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_015930.1,"NC_015930.1 Lactococcus garvieae ATCC 49156 DNA, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_AP017373.1,"NZ_AP017373.1 Lactococcus garvieae DNA, complete genome, strain: 122061",,,,,,,,
NC_004567.2:970871-972781,NC_018631.1,"NC_018631.1 Leuconostoc gelidum JB7, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_014319.1,"NC_014319.1 Leuconostoc gasicomitatum LMG 18811 complete genome, type strain LMG 18811T",,,,,,,,
NC_004567.2:970871-972781,NZ_LN890331.1,"NZ_LN890331.1 Leuconostoc gelidum subsp. gasicomitatum KG16-1 genome assembly Leuconostoc gelidum subsp. gasicomitatum KG16-1, chromosome : I",,,,,,,,
NC_004567.2:970871-972781,NZ_AP017935.1,"NZ_AP017935.1 Leuconostoc mesenteroides subsp. suionicum DNA, complete genome, strain: LT-38",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012009.1,"NZ_CP012009.1 Leuconostoc mesenteroides subsp. dextranicum strain DSM 20484, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015247.1,"NZ_CP015247.1 Leuconostoc mesenteroides subsp. suionicum strain DSM 20241, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020731.1,"NZ_CP020731.1 Leuconostoc mesenteroides subsp. mesenteroides FM06, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_016805.3,"NC_016805.3 Leuconostoc mesenteroides subsp. mesenteroides J18, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013016.1,"NZ_CP013016.1 Leuconostoc mesenteroides subsp. mesenteroides strain DRC0211, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014610.1,"NZ_CP014610.1 Leuconostoc mesenteroides subsp. mesenteroides strain BD3749, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP021966.1,"NZ_CP021966.1 Leuconostoc mesenteroides strain CBA7131 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_008531.1,"NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_AP017936.1,"NZ_AP017936.1 Leuconostoc mesenteroides DNA, complete genome, strain: LK-151",,,,,,,,
NC_004567.2:970871-972781,NZ_CP015442.1,"NZ_CP015442.1 Leuconostoc mesenteroides subsp. mesenteroides strain BD1710 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP000574.1,"NZ_CP000574.1 Leuconostoc mesenteroides KFRI-MG, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014611.1,"NZ_CP014611.1 Leuconostoc mesenteroides subsp. jonggajibkimchii strain DRC1506 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017326.1,"NZ_CP017326.1 Weissella soli strain KACC 11848, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022606.1,"NZ_CP022606.1 Weissella cibaria strain CMS1 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013934.1,"NZ_CP013934.1 Weissella cibaria strain CMS3, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013726.1,"NZ_CP013726.1 Weissella cibaria strain CMS2, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP013936.1,"NZ_CP013936.1 Weissella cibaria strain CMU, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP027427.1,"NZ_CP027427.1 Weissella cibaria strain BM2 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012873.1,"NZ_CP012873.1 Weissella cibaria strain CH2, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020928.1,"NZ_CP020928.1 Weissella cibaria strain M2 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP023501.1,"NZ_CP023501.1 Weissella paramesenteroides strain FDAARGOS_414 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014332.1,"NZ_CP014332.1 Weissella jogaejeotgali strain FOL01 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP014159.1,"NZ_CP014159.1 Aerococcus christensenii strain CCUG28831, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP023392.1,"NZ_CP023392.1 Lactococcus raffinolactis strain WiKim0068 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP010050.1,"NZ_CP010050.1 Lactococcus lactis subsp. lactis strain S0, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LN774769.1,"NZ_LN774769.1 Lactococcus piscium MKFS47 genome assembly L_piscium, chromosome : I",,,,,,,,
NC_004567.2:970871-972781,NZ_CP025586.1,"NZ_CP025586.1 Lactobacillus plantarum strain KC3 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP027431.1,"NZ_CP027431.1 Oenococcus oeni strain 19 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_008528.1,"NC_008528.1 Oenococcus oeni PSU-1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP031003.1,"NZ_CP031003.1 Lactobacillus curvatus strain TMW 1.1928 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022475.1,"NZ_CP022475.1 Lactobacillus curvatus strain KG6 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020604.1,"NZ_CP020604.1 Lactococcus lactis subsp. lactis bv. diacetylactis strain FM03 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012384.1,"NZ_CP012384.1 Enterococcus durans strain KLDS 6.0930, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP012366.1,"NZ_CP012366.1 Enterococcus durans strain KLDS6.0933, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_015759.1,"NC_015759.1 Weissella koreensis KACC 15510, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP026847.1,"NZ_CP026847.1 Weissella koreensis strain WiKim0080 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LN898144.1,"NZ_LN898144.1 Lactobacillus oligofermentans DSM 15707 = LMG 22743 isolate LACOL genome assembly, chromosome: I",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017107.1,"NZ_CP017107.1 Lactobacillus salivarius strain CICC 23174 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011403.1,"NZ_CP011403.1 Lactobacillus salivarius str. Ren, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LT604074.1,"NZ_LT604074.1 Lactobacillus salivarius isolate LPM01 genome assembly, chromosome: I",,,,,,,,
NC_004567.2:970871-972781,NC_007929.1,"NC_007929.1 Lactobacillus salivarius UCC118 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP007646.1,"NZ_CP007646.1 Lactobacillus salivarius strain JCM1046, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP029616.1,"NZ_CP029616.1 Lactobacillus salivarius strain DJ-sa-01 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP020858.1,"NZ_CP020858.1 Lactobacillus salivarius strain ZLS006 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483388.1,"NZ_LS483388.1 Streptococcus porcinus strain NCTC10999 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483408.1,"NZ_LS483408.1 Streptococcus uberis strain NCTC4674 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NZ_LS483397.1,"NZ_LS483397.1 Streptococcus uberis strain NCTC3858 genome assembly, chromosome: 1",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022435.1,"NZ_CP022435.1 Streptococcus uberis strain NZ01 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NC_012004.1,NC_012004.1 Streptococcus uberis 0140J complete genome,,,,,,,,
NC_004567.2:970871-972781,NZ_CP010783.1,"NZ_CP010783.1 Streptococcus iniae strain YSFST01-82, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP024843.1,"NZ_CP024843.1 Streptococcus iniae strain FP5228 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP032401.1,"NZ_CP032401.1 Streptococcus iniae strain GX005 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP017952.1,"NZ_CP017952.1 Streptococcus iniae strain 89353 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP032400.1,"NZ_CP032400.1 Streptococcus iniae strain YM011 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP022392.1,"NZ_CP022392.1 Streptococcus iniae strain QMA0248 chromosome, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP011013.1,"NZ_CP011013.1 Lactobacillus mucosae LM1, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP016766.1,"NZ_CP016766.1 Lactobacillus agilis strain La3, complete genome",,,,,,,,
NC_004567.2:970871-972781,NZ_CP023565.1,"NZ_CP023565.1 Lactobacillus murinus strain CR147 chromosome, complete genome",,,,,,,,
