qid,sid,stitle
NC_004567.2:976346-977233,NC_021725.1,"NC_021725.1 Lactobacillus rhamnosus LOCK908, complete genome"
NC_004567.2:976346-977233,NC_018641.1,NC_018641.1 Lactobacillus casei W56 complete genome
NC_004567.2:976346-977233,NC_017491.1,"NC_017491.1 Lactobacillus rhamnosus ATCC 8530, complete genome"
NC_004567.2:976346-977233,NC_017473.1,"NC_017473.1 Lactobacillus casei LC2W, complete genome"
NC_004567.2:976346-977233,NC_017474.1,"NC_017474.1 Lactobacillus casei BD-II, complete genome"
NC_004567.2:976346-977233,NC_013198.1,"NC_013198.1 Lactobacillus rhamnosus GG whole genome sequence, strain GG (ATCC 53103)"
NC_004567.2:976346-977233,NC_010999.1,"NC_010999.1 Lactobacillus casei BL23 complete genome, strain BL23"
NC_004567.2:976346-977233,NC_017482.1,"NC_017482.1 Lactobacillus rhamnosus ATCC 53103 DNA, complete genome"
NC_004567.2:976346-977233,NC_013199.1,"NC_013199.1 Lactobacillus rhamnosus Lc 705 whole genome sequence, strain Lc 705"
NC_004567.2:976346-977233,NZ_CP020017.1,"NZ_CP020017.1 Tetragenococcus halophilus strain KUD23, complete genome"
NC_004567.2:976346-977233,NZ_CP012047.1,"NZ_CP012047.1 Tetragenococcus halophilus strain MJ4, complete genome"
NC_004567.2:976346-977233,NZ_AP012541.1,"NZ_AP012541.1 Lactobacillus paracasei subsp. paracasei JCM 8130 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP020464.1,"NZ_CP020464.1 Lactobacillus rhamnosus strain Pen, complete genome"
NC_004567.2:976346-977233,NC_021723.1,"NC_021723.1 Lactobacillus rhamnosus LOCK900, complete genome"
NC_004567.2:976346-977233,NZ_LT220504.1,"NZ_LT220504.1 Lactobacillus rhamnosus strain BPL5 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NC_016052.1,"NC_016052.1 Tetragenococcus halophilus NBRC 12172 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP010796.1,"NZ_CP010796.1 Carnobacterium sp. CP1, complete genome"
NC_004567.2:976346-977233,NC_016938.1,"NC_016938.1 Melissococcus plutonius DAT561 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP030932.1,"NZ_CP030932.1 Enterococcus gilvus strain CR1 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP022930.1,"NZ_CP022930.1 Enterococcus durans strain BDGP3 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021874.1,"NZ_CP021874.1 Enterococcus wangshanyuanii strain MN05, complete genome"
NC_004567.2:976346-977233,NZ_CP016766.1,"NZ_CP016766.1 Lactobacillus agilis strain La3, complete genome"
NC_004567.2:976346-977233,NZ_CP012384.1,"NZ_CP012384.1 Enterococcus durans strain KLDS 6.0930, complete genome"
NC_004567.2:976346-977233,NZ_CP012366.1,"NZ_CP012366.1 Enterococcus durans strain KLDS6.0933, complete genome"
NC_004567.2:976346-977233,NZ_CP006683.1,"NZ_CP006683.1 Melissococcus plutonius S1, complete genome"
NC_004567.2:976346-977233,NZ_CP017267.1,"NZ_CP017267.1 Vagococcus teuberi strain DSM 21459 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LT630287.1,"NZ_LT630287.1 Lactobacillus acidipiscis strain ACA-DC 1533 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NZ_CP023074.1,"NZ_CP023074.1 Enterococcus thailandicus strain a523 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP018061.1,"NZ_CP018061.1 Enterococcus mundtii strain DSM 4838, complete genome"
NC_004567.2:976346-977233,NZ_CP023011.2,"NZ_CP023011.2 Enterococcus hirae strain FDAARGOS_234 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019728.1,"NZ_CP019728.1 Jeotgalibaca dankookensis strain EX-07 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015516.1,"NZ_CP015516.1 Enterococcus hirae strain R17, complete genome"
NC_004567.2:976346-977233,NC_022878.1,"NC_022878.1 Enterococcus mundtii QU 25 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP022340.1,"NZ_CP022340.1 Enterococcus mundtii strain EMB156 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014924.1,"NZ_CP014924.1 Lactobacillus paracollinoides strain TMW 1.1995 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014912.1,"NZ_CP014912.1 Lactobacillus paracollinoides strain TMW 1.1979 chromosome, complete genome"
NC_004567.2:976346-977233,NC_018081.1,"NC_018081.1 Enterococcus hirae ATCC 9790, complete genome"
NC_004567.2:976346-977233,NZ_CP014915.1,"NZ_CP014915.1 Lactobacillus paracollinoides strain TMW 1.1994 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012294.1,"NZ_CP012294.1 Pediococcus damnosus strain TMW 2.1536 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012288.1,"NZ_CP012288.1 Pediococcus damnosus strain TMW 2.1535 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012283.1,"NZ_CP012283.1 Pediococcus damnosus strain TMW 2.1534 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012275.1,"NZ_CP012275.1 Pediococcus damnosus strain TMW 2.1533 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012269.1,"NZ_CP012269.1 Pediococcus damnosus strain TMW 2.1532 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP016843.1,"NZ_CP016843.1 Carnobacterium divergens strain TMW 2.1579 chromosome, complete genome"
NC_004567.2:976346-977233,NC_022606.1,"NC_022606.1 Carnobacterium inhibens subsp. gilichinskyi strain WN1359, complete genome"
NC_004567.2:976346-977233,NZ_CP017761.1,"NZ_CP017761.1 Marinilactibacillus sp. 15R chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483405.1,"NZ_LS483405.1 Lactobacillus brevis strain NCTC13768 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP024635.1,"NZ_CP024635.1 Lactobacillus brevis strain BDGP6 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021674.1,"NZ_CP021674.1 Lactobacillus brevis strain SRCM101106 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021479.1,"NZ_CP021479.1 Lactobacillus brevis strain SRCM101174 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019743.1,"NZ_CP019743.1 Lactobacillus brevis strain TMW 1.2111 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019734.1,"NZ_CP019734.1 Lactobacillus brevis strain TMW 1.2108 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019750.1,"NZ_CP019750.1 Lactobacillus brevis strain TMW 1.2113 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP016797.1,"NZ_CP016797.1 Lactobacillus brevis strain TMW 1.2112 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015398.1,"NZ_CP015398.1 Lactobacillus brevis strain NPS-QW-145 chromosome, complete genome"
NC_004567.2:976346-977233,NC_020819.1,"NC_020819.1 Lactobacillus brevis KB290 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP021456.1,"NZ_CP021456.1 Lactobacillus brevis strain ZLB004 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_AP014680.1,"NZ_AP014680.1 Lactobacillus hokkaidonensis DNA, complete genome"
NC_004567.2:976346-977233,NC_015391.1,"NC_015391.1 Carnobacterium sp. 17-4, complete genome"
NC_004567.2:976346-977233,NZ_CP015338.1,"NZ_CP015338.1 Lactobacillus brevis strain 100D8, complete genome"
NC_004567.2:976346-977233,NC_008497.1,"NC_008497.1 Lactobacillus brevis ATCC 367, complete genome"
NC_004567.2:976346-977233,NZ_CP019981.1,"NZ_CP019981.1 Pediococcus inopinatus strain DSM 20285 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012033.1,"NZ_CP012033.1 Lactobacillus koreensis strain 26-25, complete genome"
NC_004567.2:976346-977233,NZ_CP023566.1,"NZ_CP023566.1 Lactobacillus murinus strain CR141 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP023565.1,"NZ_CP023565.1 Lactobacillus murinus strain CR147 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021529.1,"NZ_CP021529.1 Pediococcus acidilactici strain SRCM101189 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021487.1,"NZ_CP021487.1 Pediococcus acidilactici strain SRCM100313 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021484.1,"NZ_CP021484.1 Pediococcus acidilactici strain SRCM100424 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019433.1,"NZ_CP019433.1 Jeotgalibaca sp. PTS2502, complete genome"
NC_004567.2:976346-977233,NZ_CP015206.1,"NZ_CP015206.1 Pediococcus acidilactici strain ZPA017, complete genome"
NC_004567.2:976346-977233,NZ_CP016844.1,"NZ_CP016844.1 Carnobacterium maltaromaticum strain TMW 2.1581 chromosome, complete genome"
NC_004567.2:976346-977233,NC_019425.2,NC_019425.2 Carnobacterium maltaromaticum LMA28 complete genome
NC_004567.2:976346-977233,NZ_CP018763.1,"NZ_CP018763.1 Pediococcus acidilactici strain BCC1 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP023008.1,"NZ_CP023008.1 Pediococcus pentosaceus strain SS1-3 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021474.1,"NZ_CP021474.1 Pediococcus pentosaceus strain SRCM100892 chromosome, complete genome"
NC_004567.2:976346-977233,NC_022780.1,"NC_022780.1 Pediococcus pentosaceus SL4, complete genome"
NC_004567.2:976346-977233,NC_008525.1,"NC_008525.1 Pediococcus pentosaceus ATCC 25745, complete genome"
NC_004567.2:976346-977233,NZ_LT854705.1,"NZ_LT854705.1 Lactobacillus zymae strain ACA-DC 3411 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NZ_CP021927.1,"NZ_CP021927.1 Pediococcus pentosaceus strain SRCM100194 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015918.1,"NZ_CP015918.1 Pediococcus pentosaceus strain wikim20 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP020018.1,"NZ_CP020018.1 Pediococcus pentosaceus strain KCCM 40703 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP018796.1,"NZ_CP018796.1 Lactobacillus parabuchneri strain FAM21731, complete genome"
NC_004567.2:976346-977233,NC_018610.1,"NC_018610.1 Lactobacillus buchneri CD034, complete genome"
NC_004567.2:976346-977233,NZ_CP014162.1,"NZ_CP014162.1 Aerococcus urinaeequi strain CCUG28094, complete genome"
NC_004567.2:976346-977233,NZ_CP013988.1,"NZ_CP013988.1 Aerococcus urinaeequi strain USDA-ARS-USMARC-56713, complete genome"
NC_004567.2:976346-977233,NC_015428.1,"NC_015428.1 Lactobacillus buchneri NRRL B-30929, complete genome"
NC_004567.2:976346-977233,NZ_CP014164.1,"NZ_CP014164.1 Aerococcus viridans strain CCUG4311, complete genome"
NC_004567.2:976346-977233,NZ_CP014936.1,"NZ_CP014936.1 Pediococcus claussenii strain TMW 2.54 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014933.1,"NZ_CP014933.1 Pediococcus claussenii strain TMW 2.53 chromosome, complete genome"
NC_004567.2:976346-977233,NC_016605.1,"NC_016605.1 Pediococcus claussenii ATCC BAA-344, complete genome"
NC_004567.2:976346-977233,NZ_CP020858.1,"NZ_CP020858.1 Lactobacillus salivarius strain ZLS006 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP017107.1,"NZ_CP017107.1 Lactobacillus salivarius strain CICC 23174 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP007646.1,"NZ_CP007646.1 Lactobacillus salivarius strain JCM1046, complete genome"
NC_004567.2:976346-977233,NZ_LT604074.1,"NZ_LT604074.1 Lactobacillus salivarius isolate LPM01 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NZ_CP011403.1,"NZ_CP011403.1 Lactobacillus salivarius str. Ren, complete genome"
NC_004567.2:976346-977233,NC_007929.1,"NC_007929.1 Lactobacillus salivarius UCC118 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP029616.1,"NZ_CP029616.1 Lactobacillus salivarius strain DJ-sa-01 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP017326.1,"NZ_CP017326.1 Weissella soli strain KACC 11848, complete genome"
NC_004567.2:976346-977233,NZ_CP023434.1,"NZ_CP023434.1 Aerococcaceae bacterium ZY16052 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014159.1,"NZ_CP014159.1 Aerococcus christensenii strain CCUG28831, complete genome"
NC_004567.2:976346-977233,NZ_CP014163.1,"NZ_CP014163.1 Aerococcus urinaehominis strain CCUG42038B, complete genome"
NC_004567.2:976346-977233,NZ_LN898144.1,"NZ_LN898144.1 Lactobacillus oligofermentans DSM 15707 = LMG 22743 isolate LACOL genome assembly, chromosome: I"
NC_004567.2:976346-977233,NZ_CP009224.1,"NZ_CP009224.1 Weissella ceti strain WS105, complete genome"
NC_004567.2:976346-977233,NZ_CP009223.1,"NZ_CP009223.1 Weissella ceti strain WS74, complete genome"
NC_004567.2:976346-977233,NZ_CP007588.1,"NZ_CP007588.1 Weissella ceti strain WS08, complete genome"
NC_004567.2:976346-977233,NC_015278.1,"NC_015278.1 Aerococcus urinae ACS-120-V-Col10a, complete genome"
NC_004567.2:976346-977233,NZ_CP014161.1,"NZ_CP014161.1 Aerococcus urinae strain CCUG36881, complete genome"
NC_004567.2:976346-977233,NZ_CP014332.1,"NZ_CP014332.1 Weissella jogaejeotgali strain FOL01 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP027427.1,"NZ_CP027427.1 Weissella cibaria strain BM2 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012873.1,"NZ_CP012873.1 Weissella cibaria strain CH2, complete genome"
NC_004567.2:976346-977233,NZ_CP022606.1,"NZ_CP022606.1 Weissella cibaria strain CMS1 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013934.1,"NZ_CP013934.1 Weissella cibaria strain CMS3, complete genome"
NC_004567.2:976346-977233,NZ_CP013936.1,"NZ_CP013936.1 Weissella cibaria strain CMU, complete genome"
NC_004567.2:976346-977233,NZ_CP013726.1,"NZ_CP013726.1 Weissella cibaria strain CMS2, complete genome"
NC_004567.2:976346-977233,NZ_CP014160.1,"NZ_CP014160.1 Aerococcus sanguinicola strain CCUG43001, complete genome"
NC_004567.2:976346-977233,NZ_CP023501.1,"NZ_CP023501.1 Weissella paramesenteroides strain FDAARGOS_414 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP020928.1,"NZ_CP020928.1 Weissella cibaria strain M2 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP018906.1,"NZ_CP018906.1 Lactobacillus curieae strain CCTCC M 2011381, complete genome"
NC_004567.2:976346-977233,NZ_CP026847.1,"NZ_CP026847.1 Weissella koreensis strain WiKim0080 chromosome, complete genome"
NC_004567.2:976346-977233,NC_015759.1,"NC_015759.1 Weissella koreensis KACC 15510, complete genome"
NC_004567.2:976346-977233,NZ_CP012920.1,"NZ_CP012920.1 Lactobacillus kunkeei strain MP2, complete genome"
NC_004567.2:976346-977233,NZ_CP032626.1,"NZ_CP032626.1 Lactobacillus sp. BHWM-4 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP027431.1,"NZ_CP027431.1 Oenococcus oeni strain 19 chromosome, complete genome"
NC_004567.2:976346-977233,NC_008528.1,"NC_008528.1 Oenococcus oeni PSU-1, complete genome"
NC_004567.2:976346-977233,NZ_CP014907.1,"NZ_CP014907.1 Lactobacillus lindneri strain TMW 1.481 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014872.1,"NZ_CP014872.1 Lactobacillus lindneri strain TMW 1.1993 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP023392.1,"NZ_CP023392.1 Lactococcus raffinolactis strain WiKim0068 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_AP017373.1,"NZ_AP017373.1 Lactococcus garvieae DNA, complete genome, strain: 122061"
NC_004567.2:976346-977233,NZ_AP017652.1,"NZ_AP017652.1 Streptococcus sp. NPS 308 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP032627.1,"NZ_CP032627.1 Lactococcus sp. 1JSPR-7 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483388.1,"NZ_LS483388.1 Streptococcus porcinus strain NCTC10999 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP019562.1,"NZ_CP019562.1 Streptococcus oralis strain S.MIT/ORALIS-351, complete genome"
NC_004567.2:976346-977233,NZ_CP025076.1,"NZ_CP025076.1 Streptococcus pneumoniae strain 19F chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LN847353.1,"NZ_LN847353.1 Streptococcus pneumoniae genome assembly S_pneumo_A66_v1, chromosome : I"
NC_004567.2:976346-977233,NZ_CP007593.1,"NZ_CP007593.1 Streptococcus pneumoniae strain NT_110_58, complete genome"
NC_004567.2:976346-977233,NZ_CP026670.1,"NZ_CP026670.1 Streptococcus pneumoniae strain 335 chromosome, complete genome"
NC_004567.2:976346-977233,NC_011900.1,NC_011900.1 Streptococcus pneumoniae ATCC 700669 complete genome
NC_004567.2:976346-977233,NC_010582.1,"NC_010582.1 Streptococcus pneumoniae CGSP14, complete genome"
NC_004567.2:976346-977233,NZ_LS483451.1,"NZ_LS483451.1 Streptococcus pneumoniae strain 4041STDY6836166 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_012468.1,"NC_012468.1 Streptococcus pneumoniae 70585, complete genome"
NC_004567.2:976346-977233,NZ_CP031248.1,"NZ_CP031248.1 Streptococcus pneumoniae strain M26365 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025256.1,"NZ_CP025256.1 Streptococcus pneumoniae Xen35, complete genome"
NC_004567.2:976346-977233,NC_003028.3,"NC_003028.3 Streptococcus pneumoniae TIGR4, complete genome"
NC_004567.2:976346-977233,NZ_LS483450.1,"NZ_LS483450.1 Streptococcus pneumoniae strain 4041STDY6583227 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017769.2,"NC_017769.2 Streptococcus pneumoniae ST556, complete genome"
NC_004567.2:976346-977233,NZ_AP017971.1,"NZ_AP017971.1 Streptococcus pneumoniae DNA, complete genome, strain: KK0981"
NC_004567.2:976346-977233,NZ_LS483523.1,"NZ_LS483523.1 Streptococcus pneumoniae strain 4041STDY6836169 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017591.1,NC_017591.1 Streptococcus pneumoniae INV104 genome
NC_004567.2:976346-977233,NZ_LS483448.1,"NZ_LS483448.1 Streptococcus pneumoniae strain 4041STDY6836167 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_014494.1,"NC_014494.1 Streptococcus pneumoniae AP200, complete genome"
NC_004567.2:976346-977233,NC_012466.1,"NC_012466.1 Streptococcus pneumoniae JJA, complete genome"
NC_004567.2:976346-977233,NC_012469.1,"NC_012469.1 Streptococcus pneumoniae Taiwan19F-14, complete genome"
NC_004567.2:976346-977233,NZ_CP031246.1,"NZ_CP031246.1 Streptococcus pneumoniae strain M26368 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483449.1,"NZ_LS483449.1 Streptococcus pneumoniae strain 4041STDY6836170 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017593.1,NC_017593.1 Streptococcus pneumoniae INV200 genome
NC_004567.2:976346-977233,NZ_LS483417.1,"NZ_LS483417.1 Streptococcus pneumoniae strain NCTC11902 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP018347.1,"NZ_CP018347.1 Streptococcus pneumoniae strain SWU02 chromosome, complete genome"
NC_004567.2:976346-977233,NC_014251.1,"NC_014251.1 Streptococcus pneumoniae TCH8431/19A, complete genome"
NC_004567.2:976346-977233,NZ_CP018838.1,"NZ_CP018838.1 Streptococcus pneumoniae strain 11A chromosome, complete genome"
NC_004567.2:976346-977233,NC_011072.1,"NC_011072.1 Streptococcus pneumoniae G54, complete genome"
NC_004567.2:976346-977233,NZ_CP018138.1,"NZ_CP018138.1 Streptococcus pneumoniae strain SP64, complete genome"
NC_004567.2:976346-977233,NZ_CP018137.1,"NZ_CP018137.1 Streptococcus pneumoniae strain SP61, complete genome"
NC_004567.2:976346-977233,NZ_CP025838.1,"NZ_CP025838.1 Streptococcus pneumoniae strain SPN XDR SMC1710-32 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_AP018391.1,"NZ_AP018391.1 Streptococcus pneumoniae MDRSPN001 DNA, complete genome"
NC_004567.2:976346-977233,NC_021006.1,NC_021006.1 Streptococcus pneumoniae SPN034156 draft genome
NC_004567.2:976346-977233,NC_014498.1,"NC_014498.1 Streptococcus pneumoniae 670-6B, complete genome"
NC_004567.2:976346-977233,NZ_CP023507.1,"NZ_CP023507.1 Streptococcus oralis strain FDAARGOS_367 chromosome, complete genome"
NC_004567.2:976346-977233,NC_010380.1,"NC_010380.1 Streptococcus pneumoniae Hungary19A-6, complete genome"
NC_004567.2:976346-977233,NC_017490.1,"NC_017490.1 Lactococcus garvieae Lg2 DNA, complete genome"
NC_004567.2:976346-977233,NC_015930.1,"NC_015930.1 Lactococcus garvieae ATCC 49156 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP018136.1,"NZ_CP018136.1 Streptococcus pneumoniae strain SP49, complete genome"
NC_004567.2:976346-977233,NC_021004.1,NC_021004.1 Streptococcus pneumoniae SPN033038 draft genome
NC_004567.2:976346-977233,NC_021003.1,NC_021003.1 Streptococcus pneumoniae SPN032672 draft genome
NC_004567.2:976346-977233,NZ_CP031245.1,"NZ_CP031245.1 Streptococcus pneumoniae strain M16808 chromosome, complete genome"
NC_004567.2:976346-977233,NC_021028.1,NC_021028.1 Streptococcus pneumoniae SPN034183 draft genome
NC_004567.2:976346-977233,NC_017592.1,NC_017592.1 Streptococcus pneumoniae OXC141 complete genome
NC_004567.2:976346-977233,NC_021005.1,NC_021005.1 Streptococcus pneumoniae SPN994039 draft genome
NC_004567.2:976346-977233,NC_021026.1,NC_021026.1 Streptococcus pneumoniae SPN994038 draft genome
NC_004567.2:976346-977233,NC_015291.1,NC_015291.1 Streptococcus oralis Uo5 complete genome sequence
NC_004567.2:976346-977233,NZ_CP025500.1,"NZ_CP025500.1 Lactococcus lactis subsp. lactis strain G50 chromosome, complete genome"
NC_004567.2:976346-977233,NC_002662.1,"NC_002662.1 Lactococcus lactis subsp. lactis Il1403 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015905.1,"NZ_CP015905.1 Lactococcus lactis subsp. lactis strain UC063 chromosome, complete genome"
NC_004567.2:976346-977233,NC_017486.1,"NC_017486.1 Lactococcus lactis subsp. lactis CV56, complete genome"
NC_004567.2:976346-977233,NC_020450.1,"NC_020450.1 Lactococcus lactis subsp. lactis IO-1 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP015908.1,"NZ_CP015908.1 Lactococcus lactis subsp. lactis strain UL8 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015896.1,"NZ_CP015896.1 Lactococcus lactis subsp. lactis strain 229 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP010050.1,"NZ_CP010050.1 Lactococcus lactis subsp. lactis strain S0, complete genome"
NC_004567.2:976346-977233,NZ_CP015897.1,"NZ_CP015897.1 Lactococcus lactis subsp. lactis strain 275 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015906.1,"NZ_CP015906.1 Lactococcus lactis subsp. lactis strain UC77 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP009054.1,"NZ_CP009054.1 Lactococcus lactis subsp. lactis NCDO 2118, complete genome"
NC_004567.2:976346-977233,NZ_CP028160.1,"NZ_CP028160.1 Lactococcus lactis subsp. lactis strain 14B4 chromosome, complete genome"
NC_004567.2:976346-977233,NC_022593.1,"NC_022593.1 Lactococcus lactis subsp. lactis KLDS 4.0325, complete genome"
NC_004567.2:976346-977233,NC_013656.1,"NC_013656.1 Lactococcus lactis subsp. lactis KF147, complete genome"
NC_004567.2:976346-977233,NZ_LT599049.1,"NZ_LT599049.1 Lactococcus lactis subsp. lactis strain A12 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP015903.1,"NZ_CP015903.1 Lactococcus lactis subsp. lactis strain UC08 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015904.1,"NZ_CP015904.1 Lactococcus lactis subsp. lactis strain UC11 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP024958.1,"NZ_CP024958.1 Lactococcus lactis subsp. lactis strain G423 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP024954.1,"NZ_CP024954.1 Lactococcus lactis subsp. lactis strain F44 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015902.1,"NZ_CP015902.1 Lactococcus lactis subsp. lactis strain UC06 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP020604.1,"NZ_CP020604.1 Lactococcus lactis subsp. lactis bv. diacetylactis strain FM03 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_AP018338.1,"NZ_AP018338.1 Streptococcus oralis subsp. tigurinus DNA, complete genome, strain: osk_001"
NC_004567.2:976346-977233,NZ_CP031247.1,"NZ_CP031247.1 Streptococcus pneumoniae strain M23734 chromosome, complete genome"
NC_004567.2:976346-977233,NC_012467.1,"NC_012467.1 Streptococcus pneumoniae P1031, complete genome"
NC_004567.2:976346-977233,NZ_LN831051.1,"NZ_LN831051.1 Streptococcus pneumoniae genome assembly NCTC7465, chromosome : 1"
NC_004567.2:976346-977233,NC_018630.1,"NC_018630.1 Streptococcus pneumoniae gamPNI0373, complete genome"
NC_004567.2:976346-977233,NZ_LS483374.1,"NZ_LS483374.1 Streptococcus pneumoniae strain NCTC7466 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP027540.1,"NZ_CP027540.1 Streptococcus pneumoniae strain D39V chromosome, complete genome"
NC_004567.2:976346-977233,NC_008533.2,"NC_008533.2 Streptococcus pneumoniae D39, complete genome"
NC_004567.2:976346-977233,NZ_LS483390.1,"NZ_LS483390.1 Streptococcus pneumoniae strain NCTC13276 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_003098.1,"NC_003098.1 Streptococcus pneumoniae R6 chromosome, complete genome"
NC_004567.2:976346-977233,NC_015875.1,"NC_015875.1 Streptococcus pseudopneumoniae IS7493, complete genome"
NC_004567.2:976346-977233,NC_015558.1,"NC_015558.1 Streptococcus parauberis KCTC 11537, complete genome"
NC_004567.2:976346-977233,NZ_CP025420.1,"NZ_CP025420.1 Streptococcus parauberis strain SPOF3K chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP029559.1,"NZ_CP029559.1 Streptococcus sobrinus strain NIDR 6715-15 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP029560.1,"NZ_CP029560.1 Streptococcus sobrinus strain NIDR 6715-7 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483381.1,"NZ_LS483381.1 Streptococcus sobrinus strain NCTC10921 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP029490.1,"NZ_CP029490.1 Streptococcus sobrinus strain SL1 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483378.1,"NZ_LS483378.1 Streptococcus sobrinus strain NCTC12279 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP029491.1,"NZ_CP029491.1 Streptococcus sobrinus strain 10919 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012646.1,"NZ_CP012646.1 Streptococcus mitis strain KCOM 1350 (= ChDC B183), complete genome"
